Customer Number,Delivery ID,Customer Delv No.,Product Group,Bar Code,Box exists,Box code scanable
43010507,6020005242,BXFR23712,Alternator,4047024590472.0,Y,Y
43051919,6020007981,BXFR26115,Starter,4047024852778.0,Y,Y
43953093,6020007282,BXFR25492,Starter,3165143526569.0,Y,Y
43966760,6020006900,BXFR25169,Starter,4047024614383,Y,Y
43140054,6020006769,BXFR25061,Starter,4047024413764.0,Y,Y
43005689,6020005162,BXFR23624,Starter,4047025435253.0,Y,Y
43137439,6020005461,BXFR23909,Alternator,3165143619452.0,Y,Y
43969395,6020006824,BXFR25158,Starter,4047026090970.0,Y,Y
43966648,6020006174,BXFR24564,Starter,4047024813311,Y,Y
43969185,6020005994,BXFR24383,Starter,3165141024968.0,Y,Y
43109855,6020005270,BXFR23719,Starter,4047024413764.0,Y,Y
43967213,6020005443,BXFR23863,Starter,3165143131589.0,Y,Y
43969865,6020007697,BXFR25826,Alternator,4047025385855.0,Y,Y
43140245,6020005613,BXFR24053,Alternator,4047024415034.0,Y,Y
43968862,6020007341,BXFR25586,Alternator,4047024414860.0,Y,Y
43956307,6020007633,BXFR25804,Starter,4047024614383,Y,Y
43051919,6020005262,BXFR23718,Alternator,0,Y,N
43012175,6020005293,BXFR23737,Alternator,4047024809970.0,Y,Y
43966760,6020004720,BXFR23245,Starter,3165143309520.0,Y,Y
43965908,6020004562,BXFR23093,Starter,4047025364584.0,Y,Y
43010507,6020007671,BXFR25782,Starter,4047024413764.0,Y,Y
43140054,6020007084,BXFR25330,Alternator,0,Y,N
43126916,6020005187,BXFR23627,Starter,4047024813311.0,Y,Y
43140245,6020005891,BXFR24296,Starter,4047024614376.0,Y,Y
43965908,6020006866,BXFR25170,Starter,4047023204691,Y,Y
43002182,6020006397,BXFR24771,Starter,3165144055853.0,Y,Y
43000798,6020005469,BXFR23862,Starter,4047024413764.0,Y,Y
43051919,6020006319,BXFR24720,Starter,4047024413795.0,Y,Y
43010507,6020005652,BXFR24062,Starter,4047024413764.0,Y,Y
43955100,6020005678,BXFR24102,Alternator,4047024809970.0,Y,Y
43980416,6020006018,BXFR24406,Starter,4047025364584.0,Y,Y
43961006,6020005487,BXFR23927,Starter,3165143131589.0,Y,Y
43101717,6020007919,BXFR26052,Starter,4047024413764.0,Y,Y
43951610,6020006773,BXFR25058,Starter,3165141024968.0,Y,Y
43010507,6020006605,BXFR24910,Starter,4047024813311.0,Y,Y
43965908,6020004562,BXFR23093,Starter,4047024614376.0,Y,Y
43960244,6020005713,BXFR24083,Starter,4047024614383.0,Y,Y
43959641,6020006588,BXFR24936,Starter,4047024413764.0,Y,Y
43966760,6020006480,BXFR24855,Starter,4047024614376.0,Y,Y
43956307,6020007633,BXFR25804,Starter,3165141025842,Y,Y
43010507,6020006060,BXFR24420,Starter,4047024413795,Y,Y
43952131,6020008102,BXFR26180,Starter,4047024614383.0,Y,Y
43124779,6020005301,BXFR23741,Starter,4047024413764.0,Y,Y
43006634,6020006359,BXFR24735,Alternator,4047025385855.0,Y,Y
43131052,6020007584,BXFR25724,Starter,4047024413795.0,Y,Y
43140245,6020005249,BXFR23707,Starter,3165143982778.0,Y,Y
43955326,6020005548,BXFR23987,Alternator,4047024666481.0,Y,Y
43050797,6020005792,BXFR24222,Starter,0,Y,N
43951996,6020006275,BXFR24574,Starter,4047024413764,Y,Y
43012175,6020007959,BXFR26094,Starter,4047024614383.0,Y,Y
43004667,6020007749,BXFR25911,Starter,4047024413795.0,Y,Y
43967213,6020007148,BXFR25403,Starter,4047024813311.0,Y,Y
43953495,6020007237,BXFR25475,Alternator,3165143619452.0,Y,Y
43002814,6020007974,BXFR26086,Starter,3165143982778.0,Y,Y
43965908,6020007925,BXFR25991,Starter,4047024809925.0,Y,Y
43966760,6020007114,BXFR25394,Starter,4047024614383.0,Y,Y
43140245,6020006615,BXFR24956,Starter,4047024413764.0,Y,Y
43140245,6020006993,BXFR25271,Alternator,0,Y,N
43959786,6020005225,BXFR23665,Starter,3165143131589.0,Y,Y
43010507,6020005394,BXFR23786,Starter,4047025472333.0,Y,Y
43966650,6020005206,BXFR23632,Alternator,4047024797796.0,Y,Y
43960244,6020006016,BXFR24413,Starter,3165143445303.0,Y,Y
43007507,6020006146,BXFR24528,Starter,4047024413764,Y,Y
43126420,6020006565,BXFR24912,Starter,4047024614376.0,Y,Y
43965908,6020006547,BXFR24878,Starter,4047025435253,Y,Y
43953463,6020004870,BXFR23369,Starter,3165141024968.0,Y,Y
43002814,6020005168,BXFR23595,Starter,3165143982839.0,Y,Y
43956307,6020007633,BXFR25804,Alternator,4047024809970,Y,Y
43965908,6020005866,BXFR24281,Starter,4047024413764.0,Y,Y
43953463,6020006747,BXFR25088,Starter,4047024813311.0,Y,Y
43953322,6020006316,BXFR24632,Starter,3165141024968,Y,Y
43968862,6020006134,BXFR24540,Starter,4047024413788,Y,Y
43966760,6020005533,BXFR23993,Starter,3165141024968.0,Y,Y
43005797,6020005551,BXFR23975,Starter,4047024614376.0,Y,Y
43014269,6020006172,BXFR24583,Starter,4047024413764,Y,Y
43966648,6020007025,BXFR25295,Alternator,4047025385855.0,Y,Y
43101717,6020005114,BXFR23583,Alternator,4047024415034.0,Y,Y
43003706,6020006148,BXFR24526,Starter,4047024413795,Y,Y
43004351,6020007223,BXFR25353,Starter,3165141025842.0,Y,Y
43140245,6020005613,BXFR24053,Starter,3165141024968.0,Y,Y
43968039,6020007655,BXFR25825,Alternator,4047025385855,Y,Y
43003980,6020007902,BXFR25982,Starter,3165141220001.0,Y,Y
43006634,6020007936,BXFR26053,Starter,3165144055853.0,Y,Y
43027752,6020006973,BXFR25273,Alternator,4047024797574.0,Y,Y
43960244,6020005713,BXFR24083,Starter,4047024613744.0,Y,Y
43965546,6020007354,BXFR25558,Starter,4047024614383.0,Y,Y
43965908,6020006547,BXFR24878,Starter,4047024614383,Y,Y
43037513,6020007009,BXFR25238,Starter,4047025435253.0,Y,Y
43956307,6020006500,BXFR24843,Starter,4047024614383.0,Y,Y
43133973,6020007087,BXFR25354,Starter,3165141156225.0,Y,Y
43968862,6020007341,BXFR25586,Starter,3165141220001.0,Y,Y
43137434,6020004890,BXFR23358,Alternator,4047024414907.0,Y,Y
43965908,6020005338,BXFR23768,Alternator,3165143619452.0,Y,Y
43956307,6020007633,BXFR25804,Starter,3165141085600,Y,Y
43006652,6020006862,BXFR25164,Starter,4047024813366,Y,Y
43965908,6020005866,BXFR24281,Starter,4047026090970.0,Y,Y
43037513,6020007721,BXFR25853,Alternator,3165143705773.0,Y,Y
43129765,6020004493,BXFR23013,Alternator,4047024666481.0,Y,Y
43140054,6020005575,BXFR23970,Starter,3165141156225.0,Y,Y
43010507,6020007845,BXFR25887,Starter,4047024813632.0,Y,Y
43952206,6020005796,BXFR24197,Alternator,4047024797574.0,Y,Y
43968122,6020005553,BXFR23990,Starter,3165143982778.0,Y,Y
43140054,6020005760,BXFR24187,Alternator,4047025385855.0,Y,Y
43959286,6020007337,BXFR25529,Starter,4047024413764.0,Y,Y
43006757,6020005689,BXFR24120,Alternator,3165144046134.0,Y,Y
43027752,6020006542,BXFR24891,Starter,4047024413795,Y,Y
43005797,6020004901,BXFR23356,Starter,4047024614376.0,Y,Y
43140245,6020007377,BXFR25594,Alternator,4047024611894.0,Y,Y
43134681,6020005260,BXFR23699,Starter,3165141024968.0,Y,Y
43002182,6020007072,BXFR25320,Starter,4047024852785.0,Y,Y
43967213,6020007683,BXFR25857,Starter,3165143131589.0,Y,Y
43002814,6020005168,BXFR23595,Alternator,3165143530078.0,Y,Y
43126916,6020005187,BXFR23627,Starter,4047024413764.0,Y,Y
43140245,6020006526,BXFR24867,Starter,4047024413764,Y,Y
43002860,6020007451,BXFR25662,Starter,4047024614383.0,Y,Y
43010507,6020007373,BXFR25525,Starter,4047024413764.0,Y,Y
43965908,6020005866,BXFR24281,Starter,4047024614383.0,Y,Y
43004667,6020005062,BXFR23538,Starter,4047024614390.0,Y,Y
43007507,6020005782,BXFR24183,Alternator,3165143619452.0,Y,Y
43006652,6020005856,BXFR24252,Starter,4047024645790.0,Y,Y
43961506,6020005057,BXFR23535,Starter,4047024614383.0,Y,Y
43140054,6020007794,BXFR25942,Alternator,4047024733664.0,Y,Y
43005797,6020007290,BXFR25497,Starter,4047024413764.0,Y,Y
43968862,6020005635,BXFR24047,Alternator,3165143872475.0,Y,Y
43140245,6020005093,BXFR23551,Starter,4047024614383.0,Y,Y
43007507,6020004578,BXFR23116,Starter,4047025364584.0,Y,Y
43134360,6020007821,BXFR25943,Starter,4047024614383.0,Y,Y
43010673,6020005547,BXFR24013,Starter,3165143131589.0,Y,Y
43003659,6020005858,BXFR24273,Starter,3165141085600.0,Y,Y
43137434,6020006392,BXFR24750,Starter,3165143309520.0,Y,Y
43966651,6020005594,BXFR24031,Starter,3165143131589.0,Y,Y
43953322,6020006637,BXFR24965,Starter,4047024813311.0,Y,Y
43005342,6020005366,BXFR23806,Alternator,4047024797574.0,Y,Y
43010507,6020007372,BXFR25598,Starter,4047024813311.0,Y,Y
43952002,6020006032,BXFR24362,Starter,3165143131589.0,Y,Y
43955327,6020006493,BXFR24859,Starter,3165141024968.0,Y,Y
43965908,6020007925,BXFR25991,Alternator,3165143530078.0,Y,Y
43953222,6020007292,BXFR25502,Alternator,4047024590472.0,Y,Y
43124779,6020005301,BXFR23741,Alternator,0,Y,N
43140245,6020006993,BXFR25271,Starter,4047024413764.0,Y,Y
43959641,6020007342,BXFR25571,Starter,4047024614376.0,Y,Y
43980844,6020007300,BXFR25548,Starter,4047024413764.0,Y,Y
43955773,6020006711,BXFR25043,Starter,4047024813311.0,Y,Y
43037513,6020006624,BXFR24940,Starter,4047024813311.0,Y,Y
43012722,6020006981,BXFR25248,Starter,4047024813632.0,Y,Y
43014269,6020004537,BXFR23052,Starter,3165141024968.0,Y,Y
43965908,6020007269,BXFR25450,Starter,4047024614383,Y,Y
43010507,6020007847,BXFR25953,Starter,3165143536742.0,Y,Y
43134180,6020005695,BXFR24133,Starter,4047024413764.0,Y,Y
43008663,6020005872,BXFR24283,Alternator,0,Y,N
43952007,6020005803,BXFR24241,Starter,3165143131589.0,Y,Y
43959641,6020007894,BXFR26018,Starter,3165143131589.0,Y,Y
43002005,6020006903,BXFR25229,Starter,3165143982839.0,Y,Y
43134168,6020004611,BXFR23144,Alternator,4047024797802.0,Y,Y
43134542,6020008067,BXFR26156,Starter,3165141024968.0,Y,Y
43953463,6020004642,BXFR23180,Alternator,4047024414860.0,Y,Y
43959786,6020005686,BXFR24072,Starter,4047024413764.0,Y,Y
43109855,6020007384,BXFR25606,Starter,4047024413764.0,Y,Y
43967213,6020005634,BXFR24049,Starter,4047024413764.0,Y,Y
43004542,6020007316,BXFR25549,Starter,4047024614383.0,Y,Y
43140245,6020005688,BXFR24122,Alternator,4047024414907.0,Y,Y
43966728,6020005167,BXFR23628,Starter,4047024645790.0,Y,Y
43001354,6020007446,BXFR667,Alternator,4047024611894.0,Y,Y
43001354,6020006806,BXFR25133,Starter,3165141024968.0,Y,Y
43000601,6020005316,BXFR23764,Starter,4047025364584.0,Y,Y
43969865,6020007697,BXFR25826,Starter,3165143982839.0,Y,Y
43953463,6020007557,BXFR25752,Alternator,4047024797802.0,Y,Y
43955773,6020004745,BXFR23256,Alternator,4047024414907.0,Y,Y
43014269,6020006796,BXFR25118,Starter,4047024614383.0,Y,Y
43952805,6020007943,BXFR26071,Starter,3165141024968.0,Y,Y
43968862,6020006751,BXFR25099,Starter,4047024413764.0,Y,Y
43970990,6020007811,BXFR25907,Alternator,3165144046134.0,Y,Y
43140245,6020006244,BXFR24639,Starter,3165143131589.0,Y,Y
43140245,6020007994,BXFR26107,Starter,0,Y,N
43966760,6020007114,BXFR25394,Starter,4047024413795.0,Y,Y
43001515,6020006084,BXFR24496,Starter,4047024614383.0,Y,Y
43126469,6020007950,BXFR26059,Starter,3165143982815.0,Y,Y
43004351,6020006271,BXFR24642,Starter,4047026090970,Y,Y
43007507,6020007463,BXFR25635,Alternator,3165143872406.0,Y,Y
43140245,6020007377,BXFR25594,Starter,4047024614383.0,Y,Y
43003758,6020008071,BXFR26148,Starter,4047024413764.0,Y,Y
43126916,6020007753,BXFR25893,Starter,4047024413764.0,Y,Y
43967213,6020006130,BXFR24471,Starter,4047024413764.0,Y,Y
43004586,6020007319,BXFR25546,Alternator,3165143619452.0,Y,Y
43953463,6020005601,BXFR24045,Starter,4047024413764.0,Y,Y
43010507,6020006600,BXFR24913,Starter,4047024614383.0,Y,Y
43963520,6020004545,BXFR23081,Starter,4047024614383.0,Y,Y
43134180,6020004833,BXFR23335,Starter,3165141024968.0,Y,Y
43006652,6020007395,BXFR25616,Starter,4047024413764.0,Y,Y
43956307,6020006500,BXFR24843,Starter,3165141154795.0,Y,Y
43967213,6020007366,BXFR25589,Starter,4047024413764.0,Y,Y
43140055,6020006386,BXFR24758,Starter,3165143982815.0,Y,Y
43002182,6020007072,BXFR25320,Starter,3165141024968.0,Y,Y
43140245,6020006244,BXFR24639,Starter,4047025364584,Y,Y
43968039,6020005589,BXFR24037,Starter,4047024413764.0,Y,Y
43010507,6020005229,BXFR23555,Alternator,3165143619254.0,Y,Y
43968122,6020005553,BXFR23990,Starter,3165141024968.0,Y,Y
43962503,6020005669,BXFR24100,Starter,4047023127563.0,Y,Y
43966760,6020006258,BXFR24675,Alternator,3165144046134,Y,Y
43968862,6020007341,BXFR25586,Alternator,4047025318006.0,Y,Y
43140055,6020006523,BXFR24907,Alternator,4047024806856,Y,Y
43051919,6020007799,BXFR25930,Alternator,3165143619452.0,Y,Y
43960244,6020006194,BXFR24538,Starter,4047024413764,Y,Y
43009033,6020007862,BXFR25990,Starter,3165141025842.0,Y,Y
43002182,6020005998,BXFR24404,Starter,3165143131589.0,Y,Y
43140245,6020007994,BXFR26107,Starter,3165141068368.0,Y,Y
43952253,6020007033,BXFR25324,Starter,4047024813366.0,Y,Y
43005689,6020007201,BXFR25458,Alternator,4047025405591.0,Y,Y
43953463,6020005219,BXFR23685,Starter,4047024413764.0,Y,Y
43002182,6020005945,BXFR24376,Starter,3165143131589.0,Y,Y
43953463,6020008076,BXFR26186,Starter,4047024614376.0,Y,Y
43966650,6020005048,BXFR23508,Alternator,4047024733664.0,Y,Y
43005979,6020006066,BXFR24468,Starter,4047024614383.0,Y,Y
43966760,6020006013,BXFR24427,Starter,3165141154795.0,Y,Y
43005342,6020004680,BXFR23219,Starter,3165141025842.0,Y,Y
43963520,6020005907,BXFR24311,Alternator,3165143619452.0,Y,Y
43002182,6020007072,BXFR25320,Starter,4047024413764.0,Y,Y
43952002,6020006067,BXFR24469,Alternator,3165143619452,Y,Y
43953093,6020008091,BXFR26199,Starter,4047025364584.0,Y,Y
43051919,6020004744,BXFR23265,Starter,4047024614383.0,Y,Y
43966760,6020004513,BXFR23049,Starter,4047024413764.0,Y,Y
3524,6020006654,BXFR24996,Alternator,3165143872406.0,Y,Y
43951996,6020006275,BXFR24574,Starter,4047024614383,Y,Y
43953463,6020006819,BXFR25142,Starter,3165143131589.0,Y,Y
43003706,6020007146,BXFR25386,Alternator,4047024797802.0,Y,Y
43010673,6020005778,BXFR24224,Alternator,4047024590472.0,Y,Y
43953463,6020005758,BXFR24199,Starter,4047024413764.0,Y,Y
43140373,6020006630,BXFR24972,Starter,3165143982839.0,Y,Y
43004586,6020007583,BXFR25725,Starter,4047024413764.0,Y,Y
43956307,6020006500,BXFR24843,Starter,3165143536742.0,Y,Y
43967213,6020004685,BXFR23200,Alternator,4047024666481.0,Y,Y
43952002,6020006682,BXFR25025,Alternator,4047026091274.0,Y,Y
43001354,6020007446,BXFR667,Starter,4047024413764.0,Y,Y
43953322,6020007112,BXFR25366,Alternator,3165143619452.0,Y,Y
43051919,6020006001,BXFR24403,Starter,4047024852778.0,Y,Y
43134681,6020006285,BXFR24694,Starter,4047024413771,Y,Y
43003659,6020004899,BXFR23343,Alternator,3165143175521.0,Y,Y
43953360,6020005123,BXFR23581,Starter,4047024614383.0,Y,Y
43016133,6020007159,BXFR25364,Starter,4047024614376.0,Y,Y
43965908,6020005866,BXFR24281,Starter,4047024604414.0,Y,Y
43132325,6020008039,BXFR26155,Starter,4047024614383.0,Y,Y
43134180,6020008063,BXFR26160,Starter,4047024413764.0,Y,Y
43968122,6020005553,BXFR23990,Alternator,4047025385855.0,Y,Y
43014269,6020005595,BXFR24016,Starter,3165141025842.0,Y,Y
43116732,6020004593,BXFR23134,Starter,3165141220001.0,Y,Y
43140055,6020004743,BXFR23247,Starter,3165141219999.0,Y,Y
43967213,6020006378,BXFR24651,Starter,4047024413764.0,Y,Y
43956307,6020007633,BXFR25804,Starter,4047024413764,Y,Y
3524,6020004818,BXFR23326,Starter,4047024413795.0,Y,Y
43966760,6020007114,BXFR25394,Starter,4047024614383.0,Y,Y
43953463,6020005601,BXFR24045,Alternator,4047024797802.0,Y,Y
43140245,6020006526,BXFR24867,Starter,3165143131589,Y,Y
43005342,6020004484,BXFR23009,Starter,3165141068368.0,Y,Y
43109855,6020007171,BXFR25383,Starter,3165143131589.0,Y,Y
43980131,6020006544,BXFR24892,Starter,3165143536742,Y,Y
43956307,6020004844,BXFR23337,Starter,4047024813311.0,Y,Y
43001354,6020007798,BXFR25954,Starter,4047024413764.0,Y,Y
43014269,6020005264,BXFR23686,Starter,3165141025842.0,Y,Y
43966760,6020007387,BXFR25608,Starter,4047024413764.0,Y,Y
43133973,6020005153,BXFR23608,Starter,4047024413764.0,Y,Y
43140055,6020004675,BXFR23199,Starter,4047024413764.0,Y,Y
43961983,6020004564,BXFR23089,Alternator,3165143530078.0,Y,Y
43002182,6020006515,BXFR24877,Starter,4047024614376,Y,Y
43952002,6020006938,BXFR25234,Starter,4047024614383.0,Y,Y
43966760,6020007114,BXFR25394,Alternator,4047024797574.0,Y,Y
43007507,6020005359,BXFR23820,Starter,4047024645790.0,Y,Y
43970279,6020005318,BXFR23760,Alternator,4047024415034.0,Y,Y
43953463,6020007071,BXFR25327,Starter,4047024614390.0,Y,Y
43965908,6020007269,BXFR25450,Alternator,4047024797796,Y,Y
43966650,6020006171,BXFR24565,Starter,4047024413764,Y,Y
43953322,6020005738,BXFR24167,Starter,4047024614383.0,Y,Y
43031597,6020004765,BXFR23274,Starter,4047024413764.0,Y,Y
43966760,6020007114,BXFR25394,Alternator,4047025385855.0,Y,Y
43002005,6020004619,BXFR23137,Alternator,4047024414815.0,Y,Y
43134685,6020005862,BXFR24277,Starter,3165141219999.0,Y,Y
43010507,6020005039,BXFR23449,Starter,3165143982815.0,Y,Y
43966760,6020007387,BXFR25608,Starter,4047025364584.0,Y,Y
43134180,6020005320,BXFR23755,Starter,4047024413764.0,Y,Y
43007507,6020005782,BXFR24183,Starter,4047024413764.0,Y,Y
43027752,6020007855,BXFR25992,Starter,3165143131589.0,Y,Y
43966648,6020006807,BXFR25116,Alternator,0,Y,N
43134180,6020007040,BXFR25315,Starter,3165141024968.0,Y,Y
43959786,6020006330,BXFR24712,Starter,4047024413764.0,Y,Y
43966760,6020005327,BXFR23791,Starter,3165141024968.0,Y,Y
43952203,6020005868,BXFR24282,Starter,4047024614376.0,Y,Y
43010507,6020004472,BXFR22967,Starter,4047024413795.0,Y,Y
43014269,6020007891,BXFR26006,Starter,4047024813366.0,Y,Y
43967213,6020005308,BXFR23758,Alternator,3165144046400.0,Y,Y
43126420,6020006565,BXFR24912,Alternator,4047024797796.0,Y,Y
43003659,6020004683,BXFR23147,Starter,4047024413764.0,Y,Y
43140245,6020005891,BXFR24296,Alternator,4047024809970.0,Y,Y
43953673,6020005227,BXFR23669,Starter,4047024614383.0,Y,Y
43012722,6020007260,BXFR25507,Starter,4047023204691,Y,Y
43952260,6020007167,BXFR25409,Starter,3165141085600.0,Y,Y
43952201,6020006347,BXFR24686,Alternator,3165144046134.0,Y,Y
43134180,6020005320,BXFR23755,Starter,3165143309520.0,Y,Y
43003885,6020005959,BXFR24341,Starter,4047024413764.0,Y,Y
43003758,6020006260,BXFR24635,Starter,4047024413764,Y,Y
43000601,6020005060,BXFR23530,Alternator,4047024733664.0,Y,Y
43966650,6020007322,BXFR25528,Alternator,4047024809970.0,Y,Y
43966651,6020004540,BXFR23073,Starter,4047024813366.0,Y,Y
43001836,6020006381,BXFR24752,Starter,3165143131589.0,Y,Y
43128327,6020007103,BXFR25370,Alternator,3165143619452.0,Y,Y
43010507,6020006606,BXFR24955,Starter,3165141024968.0,Y,Y
43952010,6020004898,BXFR23365,Alternator,4047024797574.0,Y,Y
43966650,6020006794,BXFR25092,Alternator,4047025385855.0,Y,Y
43968862,6020007341,BXFR25586,Starter,4047024614376.0,Y,Y
43102332,6020005436,BXFR23879,Starter,4047024413764.0,Y,Y
43136958,6020007896,BXFR26019,Starter,4047024614383.0,Y,Y
43140245,6020007377,BXFR25594,Starter,4047024852778.0,Y,Y
43953301,6020007168,BXFR25402,Alternator,4047025385855.0,Y,Y
43132325,6020005427,BXFR23873,Alternator,4047024809970.0,Y,Y
43967213,6020006859,BXFR25201,Starter,3165143131589,Y,Y
43140245,6020007377,BXFR25594,Starter,3165141220001.0,Y,Y
43952127,6020005697,BXFR24128,Starter,3165141068368.0,Y,Y
43959641,6020006588,BXFR24936,Starter,4047024413764.0,Y,Y
43012722,6020006305,BXFR24670,Starter,4047024413764,Y,Y
43966760,6020007965,BXFR26085,Starter,4047024614383.0,Y,Y
43002814,6020007974,BXFR26086,Starter,4047024413764.0,Y,Y
43970990,6020005554,BXFR23986,Starter,4047024813311.0,Y,Y
43010507,6020005815,BXFR24129,Alternator,3165143175521.0,Y,Y
43000601,6020006195,BXFR24544,Starter,4047024413764,Y,Y
43950357,6020004672,BXFR23204,Alternator,4047024344242.0,Y,Y
43963397,6020006986,BXFR25266,Starter,4047024413764.0,Y,Y
43963397,6020005502,BXFR23952,Starter,4047024413764.0,Y,Y
43966760,6020007114,BXFR25394,Starter,3165141024968.0,Y,Y
43002932,6020005450,BXFR23899,Starter,3165143131589.0,Y,Y
43003758,6020007364,BXFR25538,Alternator,4047024613850.0,Y,Y
43966760,6020006258,BXFR24675,Starter,4047024614376,Y,Y
43967213,6020007995,BXFR26095,Starter,4047024613744.0,Y,Y
43002182,6020005464,BXFR23882,Starter,3165143526569.0,Y,Y
43973041,6020008073,BXFR26164,Starter,3165143131589.0,Y,Y
43010507,6020007847,BXFR25953,Starter,0,Y,N
43027752,6020006542,BXFR24891,Alternator,4047025852746,Y,Y
43969865,6020007697,BXFR25826,Starter,3165143982839.0,Y,Y
43140245,6020005891,BXFR24296,Starter,4047024614383.0,Y,Y
43953463,6020007279,BXFR25527,Alternator,4047024837478.0,Y,Y
43001354,6020006092,BXFR24500,Starter,3165141025842,Y,Y
43953673,6020005526,BXFR23960,Alternator,3165143619452.0,Y,Y
43001515,6020005385,BXFR23838,Starter,4047024614383.0,Y,Y
43005797,6020004901,BXFR23356,Alternator,4047024809970.0,Y,Y
43965908,6020006147,BXFR24524,Alternator,4047025385855,Y,Y
43014269,6020007717,BXFR25861,Starter,4047024614376.0,Y,Y
43010507,6020006926,BXFR25213,Starter,4047024413764.0,Y,Y
43140245,6020006145,BXFR24556,Alternator,4047024414891,Y,Y
43126469,6020005404,BXFR23817,Starter,4047024614383.0,Y,Y
43962503,6020004487,BXFR23015,Starter,4047024413764.0,Y,Y
43951616,6020006527,BXFR24901,Starter,4047024809925.0,Y,Y
43965487,6020005624,BXFR24066,Alternator,4047024809970.0,Y,Y
43010507,6020005039,BXFR23449,Alternator,3165143619452.0,Y,Y
43010507,6020005656,BXFR24061,Starter,4047024413764.0,Y,Y
43005342,6020007987,BXFR26126,Starter,4047024413764.0,Y,Y
43004586,6020007718,BXFR25876,Starter,4047024813311.0,Y,Y
43967213,6020005839,BXFR24210,Starter,3165141025842.0,Y,Y
43134162,6020006591,BXFR24952,Starter,4047024413764.0,Y,Y
43140245,6020007994,BXFR26107,Starter,3165143131589.0,Y,Y
43002182,6020005709,BXFR24113,Alternator,4047024733664.0,Y,Y
43003668,6020005226,BXFR23677,Starter,4047024413764.0,Y,Y
43002814,6020005168,BXFR23595,Starter,4047024614376.0,Y,Y
43966760,6020004513,BXFR23049,Starter,4047024614383.0,Y,Y
43966760,6020006900,BXFR25169,Starter,4047024413764,Y,Y
43970990,6020007049,BXFR25275,Starter,3165143982778.0,Y,Y
43965908,6020006547,BXFR24878,Starter,4047024413764,Y,Y
43952261,6020005143,BXFR23601,Starter,3165141025842.0,Y,Y
43955773,6020007298,BXFR25540,Starter,4047024852778.0,Y,Y
43134685,6020005743,BXFR24166,Alternator,3165143175521.0,Y,Y
43966650,6020005593,BXFR24032,Starter,4047023204691.0,Y,Y
43968862,6020006751,BXFR25099,Alternator,4047025385855.0,Y,Y
43968862,6020004542,BXFR23083,Starter,4047024614383.0,Y,Y
43961006,6020004729,BXFR23235,Alternator,4047024733664.0,Y,Y
43140245,6020006803,BXFR25130,Starter,4047024614390.0,Y,Y
43966760,6020004513,BXFR23049,Starter,3165143982839.0,Y,Y
43968862,6020005635,BXFR24047,Starter,4047024614383.0,Y,Y
43003980,6020007818,BXFR25865,Starter,4047024813311.0,Y,Y
43010507,6020004859,BXFR23231,Starter,3165143526576.0,Y,Y
43000798,6020006755,BXFR25093,Starter,4047024813311.0,Y,Y
43129765,6020004849,BXFR23345,Alternator,4047024415034.0,Y,Y
43101980,6020007781,BXFR25916,Starter,4047024413764.0,Y,Y
43010507,6020006249,BXFR24610,Starter,4047025364584,Y,Y
43953495,6020005193,BXFR23661,Starter,3165144055853.0,Y,Y
43966650,6020004789,BXFR23254,Starter,4047024614383.0,Y,Y
43124625,6020006241,BXFR24657,Alternator,4047024797802,Y,Y
43966760,6020007965,BXFR26085,Starter,4047024813632.0,Y,Y
43967341,6020006760,BXFR25035,Starter,4047024614383.0,Y,Y
43970434,6020005181,BXFR23635,Alternator,4047025385855.0,Y,Y
43967213,6020005443,BXFR23863,Starter,3165143982839.0,Y,Y
43969858,6020007556,BXFR25750,Alternator,4047024415065.0,Y,Y
43101980,6020008005,BXFR26134,Alternator,3165143619452.0,Y,Y
43969852,6020007976,BXFR26077,Starter,4047023204691.0,Y,Y
43016133,6020005096,BXFR23550,Alternator,4047024611894.0,Y,Y
43006652,6020006705,BXFR25032,Starter,3165143131589.0,Y,Y
43134681,6020006856,BXFR25174,Starter,3165141024968,Y,Y
43966651,6020006633,BXFR24990,Alternator,4047024415034.0,Y,Y
43010507,6020005650,BXFR24035,Starter,3165143982839.0,Y,Y
43966760,6020007387,BXFR25608,Alternator,4047024837478.0,Y,Y
43966760,6020005533,BXFR23993,Starter,3165143309520.0,Y,Y
43965908,6020005338,BXFR23768,Alternator,4047024733664.0,Y,Y
43109855,6020006175,BXFR24598,Starter,4047024413764,Y,Y
43953322,6020004757,BXFR23267,Starter,3165143982839.0,Y,Y
43966651,6020006107,BXFR24501,Starter,4047024413764.0,Y,Y
43965908,6020005866,BXFR24281,Alternator,3165143619452.0,Y,Y
43124779,6020007315,BXFR25537,Alternator,4047024797734.0,Y,Y
43966760,6020005157,BXFR23630,Alternator,4047024414860.0,Y,Y
43003251,6020004602,BXFR23130,Starter,4047024413795.0,Y,Y
43051919,6020006319,BXFR24720,Starter,4047024413764.0,Y,Y
43966760,6020006258,BXFR24675,Starter,4047025364584,Y,Y
43004667,6020006564,BXFR24929,Starter,4047024413764.0,Y,Y
43010507,6020007678,BXFR25827,Alternator,4047024797574.0,Y,Y
43012175,6020007284,BXFR25493,Alternator,4047024797802.0,Y,Y
43140245,6020005445,BXFR23875,Starter,4047024614383.0,Y,Y
43967562,6020006808,BXFR25124,Starter,0,Y,N
43010507,6020007847,BXFR25953,Starter,4047025364584.0,Y,Y
